artist,album,track,date
Lee Konitz,FRESCALALTO,Gundula,04 Jul 2019 21:10
Lee Morgan,The Best Of Lee Morgan,I Remember Clifford,04 Jul 2019 21:03
John Coltrane,Blue Train (Expanded Edition),I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,04 Jul 2019 20:54
Miles Davis,Les Plus Grands Moments du Jazz,'Round Midnight (with Billie Holiday & Dave Brubeck),04 Jul 2019 20:51
Charles Mingus,Jazz Ballads 101,Theme for Lester Young,04 Jul 2019 20:46
Bill Evans,Jazz Ballads 101,Darn That Dream - Remastered,04 Jul 2019 20:39
Herbie Hancock,Fat Albert Rotunda,Wiggle Waggle,04 Jul 2019 20:34
Art Pepper,Happy Jazz,When You're Smiling (The Whole World Smiles With You),04 Jul 2019 20:29
Chick Corea,Solo Piano: Portraits,Blue Monk,04 Jul 2019 20:24
Jaco Pastorius,Jaco Pastorius,(Used To Be A) Cha-Cha,04 Jul 2019 20:15
Art Blakey & The Jazz Messengers,By Popular Demand - Art Blakey & The Jazz Messengers,Sakeena's Vision,04 Jul 2019 20:08
Sonny Rollins,Saxophone Colossus,St. Thomas,04 Jul 2019 20:01
Christian McBride,A Family Affair,I'll Write A Song For You,04 Jul 2019 19:56
Duke Ellington,First Time! The Count Meets The Duke,Wild Man - aka Wild Man Moore,04 Jul 2019 19:49
Clifford Brown,Clifford Brown With Strings,Memories Of You,04 Jul 2019 19:46
Art Blakey,Live For A Day - Part 1,The Summit,04 Jul 2019 19:36
Thelonious Monk,Thelonious Monk with John Coltrane (OJC Remaster),Trinkle Tinkle,04 Jul 2019 19:29
Max Roach,It's Time,It's Time,04 Jul 2019 19:21
Miles Davis Quintet,Live in Berlin 1969,Sanctuary into The theme,04 Jul 2019 19:18
Wes Montgomery,Incredible Jazz Guitar,Four On Six,04 Jul 2019 19:12
Joe Lovano,Seeds Of Change,Seeds Of Change,04 Jul 2019 19:05
Joe Henderson,Page One,La Mesha,04 Jul 2019 18:56
Eric Dolphy,Out To Lunch (The Rudy Van Gelder Edition),Straight Up And Down - Rudy Van Gelder 24-Bit Digital Remaster/1998,04 Jul 2019 18:47
Cannonball Adderley,The Greatest Jazz Albums of 1956 Vol. 2,Just Norman,04 Jul 2019 18:44
Miles Davis,Birdland 1951 (Reissue),Half Nelson - Live At Birdland,04 Jul 2019 18:37
John Coltrane,Naima,Central Park West,04 Jul 2019 18:31
Charlie Parker,Big Band,I Can't Get Started,04 Jul 2019 18:28
Charles Mingus,The Charles Mingus Quintet Plus Max Roach (Live),Drums - Live,04 Jul 2019 18:23
Miles Davis,Blue Haze,That Old Devil Moon,04 Jul 2019 18:18
Chick Corea,Solo Piano: Portraits,Waltz for Debby,04 Jul 2019 18:10
Herbie Hancock,The Piano,On Green Dolphin Street - TK 3 Alternate,04 Jul 2019 18:06
Jaco Pastorius,Jaco Pastorius,Come On Come Over,04 Jul 2019 18:01
Art Blakey & The Jazz Messengers,By Popular Demand - Art Blakey & The Jazz Messengers,Contemplation,04 Jul 2019 17:55
Brad Mehldau,Finding Gabriel,Make It All Go Away,04 Jul 2019 17:50
Duke Ellington,First Time! The Count Meets The Duke,One More Once,04 Jul 2019 17:46
Clifford Brown,Brownie: The Complete EmArcy Recordings Of Clifford Brown,Stardust,04 Jul 2019 17:42
Weather Report,Heavy Weather (Expanded Edition),Rumba Mama,04 Jul 2019 17:40
Gary Burton,Selected Recordings,What Game Shall We Play Today,04 Jul 2019 17:36
Max Roach,Members Don't Get Weary,Absolutions,04 Jul 2019 17:31
Sonny Rollins,Saxophone Colossus,Strode Rode - Rudy Van Gelder Remaster,04 Jul 2019 17:25
Donald Byrd,Places and Spaces,Places and Spaces,04 Jul 2019 17:19
Red Garland,Blues in Mambo,Estrellita,04 Jul 2019 17:11
Gene Ammons,Boss Tenor,My Romance - Rudy Van Gelder Remaster,04 Jul 2019 17:07
Jim Hall,Jim Hall & Pat Metheny,Ballad Z,04 Jul 2019 17:02
Miles Davis Quintet,The Legendary Prestige Quintet Sessions,If I Were A Bell,04 Jul 2019 16:53
Thelonious Monk,Criss-Cross (Expanded Edition),Eronel,04 Jul 2019 16:48
Art Blakey,Des Femmes Disparaissent-Les Tricheurs,Tom - BOF Des Femmes Disparaissent,04 Jul 2019 16:47
Miles Davis,Sketches Of Spain 50th Anniversary (Legacy Edition),Saeta - full version of master,04 Jul 2019 16:40
John Coltrane,Stardust [Rudy Van Gelder edition],Time After Time,04 Jul 2019 16:32
Chick Corea,Electric Chick (Jazz Club),Slinky,04 Jul 2019 16:26
Charlie Parker,Big Band,Temptation,04 Jul 2019 16:22
Herbie Hancock,Milestones of New Jazz Masters - Yeah! Vol. 1,Driftin',04 Jul 2019 16:15
Bill Evans,Conversations With Myself,Love Theme From 'Spartacus',04 Jul 2019 16:09
Joe Henderson,Soul Jazz Records Presents Soul of a Nation: Afro-Centric Visions in the Age of Black Power,Black Narcissus,04 Jul 2019 16:04
Jaco Pastorius,Broadway Blues,Bluma,04 Jul 2019 16:00
Duke Ellington,First Time! The Count Meets The Duke,B D B - alternate take,04 Jul 2019 15:55
Weather Report,The Essential Weather Report,Brown Street - Live,04 Jul 2019 15:46
Clifford Brown,Clifford Brown With Strings,Blue Moon,04 Jul 2019 15:43
Art Blakey & The Jazz Messengers,The Freedom Rider,The Freedom Rider,04 Jul 2019 15:35
Charles Mingus,Ah Um,Goodbye Pork Pie Hat,04 Jul 2019 15:29
Roy Hargrove,Earfood,The Stinger,04 Jul 2019 15:23
Sonny Clark,Cool Struttin' (Remastered / Rudy Van Gelder Edition),Cool Struttin',04 Jul 2019 15:13
Art Tatum,The Complete Capitol Recordings Of Art Tatum,Blue Skies,04 Jul 2019 15:11
Eric Dolphy,Out To Lunch (The Rudy Van Gelder Edition),Something Sweet Something Tender - Rudy Van Gelder 24-Bit Digital Remaster/1998,04 Jul 2019 15:04
Sonny Rollins,The Complete Prestige Recordings,Kiss and Run,04 Jul 2019 14:56
Modern Jazz Quartet,All That Jazz Vol. 93: Modern Jazz Vibes — The Modern Jazz Quartet,Fontessa,04 Jul 2019 14:47
Gary Burton,For Hamp Red Bags And Cal,Dance Of The Octopus,04 Jul 2019 14:43
Max Roach,M'Boom,January V,04 Jul 2019 14:39
Thelonious Monk,Thelonious Alone in San Francisco [Original Jazz Classics Remasters],Round Lights,04 Jul 2019 14:35
Miles Davis,Classics,K.C. Blues,04 Jul 2019 14:32
Chick Corea,Solo Piano: Portraits,Children’s Song #3,04 Jul 2019 14:31
Charlie Parker,Big Band,Dancing In The Dark - With Studio Chatter,04 Jul 2019 14:27
Art Blakey,The End of a Love Affair,Just One of Those Things,04 Jul 2019 14:17
Herbie Hancock,Maiden Voyage,The Eye Of The Hurricane - Remastered 1999/Rudy Van Gelder Edition,04 Jul 2019 14:11
Lee Morgan,The Roulette Sides (In Mono),A Bid For Sid - Mono,04 Jul 2019 14:07
John Coltrane,Coltrane [Rudy Van Gelder Remaster],Violets For Your Furs - Rudy Van Gelder Remaster,04 Jul 2019 13:59
Duke Ellington,First Time! The Count Meets The Duke,Jumpin' At The Woodside - alternate take,04 Jul 2019 13:56
Miles Davis Quintet,Live in Berlin 1969,Introduction (by John O'Brien-Docker),04 Jul 2019 13:54
Clifford Brown,Clifford Brown With Strings,Willow Weep For Me,04 Jul 2019 13:51
Art Blakey & The Jazz Messengers,Art Blakey's Jazz Messengers With Thelonious Monk (Deluxe Edition),Rhythm-a-Ning,04 Jul 2019 13:43
Charles Mingus,Pre-Bird,Take the A Train,04 Jul 2019 13:39
Wes Montgomery,A Day In The Life (Reissue),A Day In The Life,04 Jul 2019 13:33
Ahmad Jamal,Poinciana,It's Easy to Remember,04 Jul 2019 13:30
Wynton Marsalis,Standard Time Vol. 2: Intimacy Calling,Yesterdays,04 Jul 2019 13:19
Kenny Dorham,Quiet Kenny,Alone Together - Rudy Van Gelder Remaster,04 Jul 2019 13:16
Weather Report,Heavy Weather (Expanded Edition),Teen Town,04 Jul 2019 13:13
McCoy Tyner,The Real McCoy (Remastered / Rudy Van Gelder Edition),Blues On The Corner,04 Jul 2019 13:07
Sonny Rollins,The Essential Sonny Rollins: The RCA Years,God Bless the Child,04 Jul 2019 12:59
Max Roach,Members Don't Get Weary,Abstrutions,04 Jul 2019 12:55
Jaco Pastorius,Invitation [Live],Liberty City (feat. Herbie Hancock),04 Jul 2019 12:51
Miles Davis,Sketches Of Spain 50th Anniversary (Legacy Edition),Song Of Our Country - take 9,04 Jul 2019 12:48
Chick Corea,Electric Chick (Jazz Club),Fickle Funk,04 Jul 2019 12:42
Thelonious Monk,Monk's Dream,Just a Gigolo,04 Jul 2019 12:39
Bill Evans,Everybody Digs Bill Evans,What Is There to Say?,04 Jul 2019 12:34
Charlie Parker,Big Band,Night And Day,04 Jul 2019 12:31
Stanley Turrentine,Look Out! (Remastered),Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,04 Jul 2019 12:26
Herbie Hancock,Then And Now: The Definitive Herbie Hancock,All Apologies,04 Jul 2019 12:20
Art Blakey,Les Liaisons Dangereuses Bande Originale Intégrale (Hd Remastered),No Hay Problema,04 Jul 2019 12:16
Pyotr Ilyich Tchaikovsky,Mstislav Rostropovich In Moscow - Original Recordings,Variation IV (Andante grazioso),
Duke Ellington,First Time! The Count Meets The Duke,Corner Pocket (Aka Until I Met You),04 Jul 2019 12:10
John Coltrane,A Love Supreme,A Love Supreme Pt. I – Acknowledgement,04 Jul 2019 12:02
Miles Davis Quintet,Live in Berlin 1969,I fall in love too easily,04 Jul 2019 11:58
Art Blakey & The Jazz Messengers,The Jazz Messengers,The End of a Love Affair,04 Jul 2019 11:50
Ron Carter,All Blues (CTI Records 40th Anniversary Edition),Light Blue,04 Jul 2019 11:43
Art Pepper,Winter Moon,Our Song - Remastered,04 Jul 2019 11:37
Blue Mitchell,Down With It,Hi-Heel Sneakers - Remastered,04 Jul 2019 11:28
Jim Hall,Jim Hall & Pat Metheny,Farmer's Trust - Live Recording,04 Jul 2019 11:22
Gary Burton,Selected Recordings,Desert Air,04 Jul 2019 11:15
Bill Evans Trio,How My Heart Sings! [Original Jazz Classics Remasters],How My Heart Sings,04 Jul 2019 11:10
Clifford Brown,Clifford Brown And Max Roach,Delilah,04 Jul 2019 11:01
Sonny Rollins,Way Out West (Deluxe Edition),I'm an Old Cowhand,04 Jul 2019 10:55
Charles Mingus,Jazz Ballads 101,Theme for Lester Young,04 Jul 2019 10:49
Miles Davis,Les Plus Grands Moments du Jazz,'Round Midnight (with Billie Holiday & Dave Brubeck),04 Jul 2019 10:46
Jaco Pastorius,Jaco Pastorius,(Used To Be A) Cha-Cha,04 Jul 2019 10:37
Max Roach,Members Don't Get Weary,Libra,04 Jul 2019 10:31
Thelonious Monk,Thelonious Monk with John Coltrane (OJC Remaster),Ruby My Dear,04 Jul 2019 10:25
Charlie Parker,Diz 'N Bird At Carnegie Hall (Remastered),Dizzy Atmosphere - Live,04 Jul 2019 10:21
The Modern Jazz Quartet,Under The Jasmin Tree / Space,Exposure - 2010 Remaster,04 Jul 2019 10:10
Chick Corea,Solo Piano: Portraits,Blue Monk,04 Jul 2019 10:07
Bill Evans,Jazz Ballads 101,Darn That Dream - Remastered,04 Jul 2019 10:01
Herbie Hancock,An Evening With Herbie Hancock & Chick Corea In Concert (Live),Liza (All The Clouds'll Roll Away) - Live,04 Jul 2019 09:52
Duke Ellington,First Time! The Count Meets The Duke,Wild Man - aka Wild Man Moore,04 Jul 2019 09:44
Art Blakey,Les Liaisons Dangereuses Bande Originale Intégrale (Hd Remastered),No Problem,04 Jul 2019 09:37
John Coltrane,Impressions,After the Rain,04 Jul 2019 09:32
SAX 3 + 1,SAX 3 + 1,Chinese Rag,04 Jul 2019 00:54
SAX 3 + 1,SAX 3 + 1,Suite de Danses Antigues Letones,04 Jul 2019 00:52
SAX 3 + 1,SAX 3 + 1,Pastrami on Rye,04 Jul 2019 00:51
SAX 3 + 1,SAX 3 + 1,Suite Española op. 47 B7,04 Jul 2019 00:45
SAX 3 + 1,SAX 3 + 1,Suite de Danses Antigues Letones,04 Jul 2019 00:42
SAX 3 + 1,SAX 3 + 1,Suite de Danses Antigues Letones,04 Jul 2019 00:39
SAX 3 + 1,SAX 3 + 1,Suite Española op. 47 B7,04 Jul 2019 00:34
SAX 3 + 1,SAX 3 + 1,Loco Motive,04 Jul 2019 00:31
SAX 3 + 1,SAX 3 + 1,Burlesque,04 Jul 2019 00:24
SAX 3 + 1,SAX 3 + 1,Recuerdos de Viaje op. 71 B18,04 Jul 2019 00:20
SAX 3 + 1,SAX 3 + 1,Petit Quatuor pour Saxaphones,04 Jul 2019 00:17
SAX 3 + 1,SAX 3 + 1,Gospel Truth,04 Jul 2019 00:13
SAX 3 + 1,SAX 3 + 1,Petit Quatuor pour Saxaphones,04 Jul 2019 00:10
SAX 3 + 1,SAX 3 + 1,Suite de Danses Antigues Letones,04 Jul 2019 00:08
SAX 3 + 1,SAX 3 + 1,Suite de Danses Antigues Letones,04 Jul 2019 00:07
SAX 3 + 1,SAX 3 + 1,Gestures,04 Jul 2019 00:02
SAX 3 + 1,SAX 3 + 1,Petit Quatuor pour Saxaphones,03 Jul 2019 23:58
SAX 3 + 1,SAX 3 + 1,Suite Helénica,03 Jul 2019 23:51
Bobby Dean,Chess Golden Decade (Volume 3 - 1957),Dime Store Pony Tail,03 Jul 2019 23:45
Etta James,At Last The Very Best Of,Tough Lover - Take 1,03 Jul 2019 23:42
Meade Lux Lewis,Hey! Piano Man: Selected Boogie Woogie Sides Remastered - CD B,Mr. Freddie Blues,03 Jul 2019 23:38
Pole,Four Tet v Pole,Heim (Four Tet remix),03 Jul 2019 23:37
Caribou,Swim,Bowls,03 Jul 2019 23:27
Petar Dundov,Caper Tran,Garden of Cyrus,03 Jul 2019 23:27
Petar Dundov,Caper Tran,Garden of Cyrus,03 Jul 2019 23:18
Vladislav Delay,The Four Quarters,The Fourth Quarter,03 Jul 2019 23:02
Vladislav Delay,The Four Quarters,The Third Quarter,03 Jul 2019 22:47
Vladislav Delay,The Four Quarters,The Second Quarter,03 Jul 2019 22:31
Vladislav Delay,The Four Quarters,The First Quarter,03 Jul 2019 22:14
Vladislav Delay,Tummaa,Tunnelivisio,03 Jul 2019 22:06
Vladislav Delay,Tummaa,Tummaa,03 Jul 2019 21:55
Vladislav Delay,Tummaa,Toive,03 Jul 2019 21:44
Vladislav Delay,Tummaa,Musta Planeetta,03 Jul 2019 21:38
Vladislav Delay,Tummaa,Mustelmia,03 Jul 2019 21:30
Vladislav Delay,Tummaa,Melankolia,03 Jul 2019 21:20
Vladislav Delay,Tummaa,Kuula (Kiitos),03 Jul 2019 21:20
Vladislav Delay,Tummaa,Melankolia,03 Jul 2019 21:09
Vladislav Delay,Vantaa,Levite,03 Jul 2019 21:00
Vladislav Delay,Vantaa,Kaivue,03 Jul 2019 21:00
Vladislav Delay,Vantaa,Levite,03 Jul 2019 20:54
Vladislav Delay,Vantaa,Vantaa,03 Jul 2019 20:44
Vladislav Delay,Vantaa,Lauma,03 Jul 2019 20:44
Vladislav Delay,Vantaa,Vantaa,03 Jul 2019 20:38
Vladislav Delay,Vantaa,Narri,03 Jul 2019 20:30
Vladislav Delay,Vantaa,Lipite,03 Jul 2019 20:22
Vladislav Delay,Vantaa,Henki,03 Jul 2019 20:12
Vladislav Delay,Vantaa,Luotasi,03 Jul 2019 20:03
Vladislav Delay,Entain,Untitled Track,03 Jul 2019 20:02
Vladislav Delay,Entain,E.L.E.,03 Jul 2019 19:45
Vladislav Delay,Entain,Notke,03 Jul 2019 19:28
Vladislav Delay,Entain,Poiko,03 Jul 2019 19:21
Vladislav Delay,Entain,Untitled Track,03 Jul 2019 19:19
Vladislav Delay,Entain,Kohde,03 Jul 2019 18:56
Vladislav Delay,Visa,Viimeinen,03 Jul 2019 18:51
Vladislav Delay,Visa,Vihollinen,03 Jul 2019 18:40
Vladislav Delay,Visa,Viaton,03 Jul 2019 18:33
Vladislav Delay,Visa,Viisari,03 Jul 2019 18:33
Vladislav Delay,Visa,Viaton,03 Jul 2019 18:23
Vladislav Delay,Visa,Visaton,03 Jul 2019 17:59
Vladislav Delay,Espoo,Kolari Versio,03 Jul 2019 17:54
Vladislav Delay,Espoo,Olari Versio,03 Jul 2019 17:44
Vladislav Delay,Espoo,Kolari,03 Jul 2019 17:37
Vladislav Delay,Espoo,Olari,03 Jul 2019 17:27
Vladislav Delay,Kuopio,Kuuluuko,03 Jul 2019 17:22
Vladislav Delay,Kuopio,Hitto,03 Jul 2019 17:15
Vladislav Delay,Kuopio,Marsila,03 Jul 2019 17:07
Vladislav Delay,Kuopio,Kulkee,03 Jul 2019 16:59
Vladislav Delay,Kuopio,Osottava,03 Jul 2019 16:51
Vladislav Delay,Kuopio,Kellute,03 Jul 2019 16:43
Vladislav Delay,Kuopio,Avanne,03 Jul 2019 16:35
Vladislav Delay,Kuopio,Hetkonen,03 Jul 2019 16:25
Vladislav Delay,Kuopio,Vastaa,03 Jul 2019 16:18
Vladislav Delay,Multila,Nesso,03 Jul 2019 16:15
Vladislav Delay,Multila,Pietola,03 Jul 2019 15:57
Vladislav Delay,Multila,karrha,03 Jul 2019 15:45
Vladislav Delay,Multila,Viite,03 Jul 2019 15:37
Vladislav Delay,Multila,Huone,03 Jul 2019 15:14
Vladislav Delay,Multila,Raamat,03 Jul 2019 15:06
Vladislav Delay,Multila,Ranta,03 Jul 2019 15:01
Arovane,Organism,Phylum,03 Jul 2019 14:56
Brian Eno,Ambient 1/Music For Airports,1/1 - Remastered 2004,03 Jul 2019 14:40
Aphex Twin,Selected Ambient Works 85-92,Xtal,03 Jul 2019 14:34
Ulrich Schnauss,Ulrich Schnauss and Jonas Munk,Weightless Memories,03 Jul 2019 14:28
Burial,Untrue,Dog Shelter,03 Jul 2019 14:25
Four Tet,Rounds,Spirit Fingers,03 Jul 2019 14:21
Global Communication,76:14,12:18,03 Jul 2019 14:08
Biosphere,Substrata,Kobresia,03 Jul 2019 14:00
Aphex Twin,Selected Ambient Works 85-92,Schottkey 7th Path,03 Jul 2019 13:55
Oneohtrix Point Never,R Plus Seven,Chrome Country,03 Jul 2019 13:50
µ-Ziq,Lunatic Harness,Brace Yourself Jason,03 Jul 2019 13:42
Tim Hecker,Harmony In Ultraviolet,Harmony in Blue III,03 Jul 2019 13:39
Aphex Twin,Selected Ambient Works 85-92,Tha,03 Jul 2019 13:30
Orbital,In Sides,The Girl With the Sun in Her Head,03 Jul 2019 13:19
Actress,LAGEOS,N.E.W.,03 Jul 2019 13:15
The Future Sound of London,Lifeforms,Dead Skin Cells,03 Jul 2019 13:08
Oneohtrix Point Never,R Plus Seven,Problem Areas,03 Jul 2019 13:04
Aphex Twin,Selected Ambient Works 85-92,Green Calx,03 Jul 2019 12:58
Boards of Canada,Music Has the Right to Children,Bocuma,03 Jul 2019 12:57
Flying Lotus,Cosmogramma,Zodiac Shit,03 Jul 2019 12:54
Laurel Halo,Quarantine,Wow,03 Jul 2019 12:53
James Holden,The Inheritors,Renata,03 Jul 2019 12:46
AFX,Hangable Auto Bulb,Laughable Butane Bob,03 Jul 2019 12:43
Jon Hopkins,Immunity,Open Eye Signal,03 Jul 2019 12:35
Tycho,Dive,Hours,03 Jul 2019 12:29
Polygon Window,Surfing on Sine Waves,If It Really Is Me,03 Jul 2019 12:22
Dorian Concept,Joined Ends,The Sky Opposite,03 Jul 2019 12:19
Clark,Body Riddle,Springtime Epigram,03 Jul 2019 12:18
Global Communication,76:14,14:31,03 Jul 2019 12:02
Aphex Twin,Selected Ambient Works 85-92,i,03 Jul 2019 12:01
Jon Hopkins,Opalescent,Cold Out There,03 Jul 2019 11:57
The Orb,Adventures Beyond the Ultraworld,Spanish Castles in Space,03 Jul 2019 11:41
Camarón de la Isla,Paris 1987,Panuelo a Rayas,02 Jul 2019 22:33
Camarón de la Isla,Paris 1987,Como El Agua,02 Jul 2019 22:29
Camarón de la Isla,Paris 1987,Sonidos Negros,02 Jul 2019 22:23
Camarón de la Isla,Paris 1987,Panuelo a Rayas 2,02 Jul 2019 22:13
Camarón de la Isla,Paris 1987,Yo Pienso Como El Cipres,02 Jul 2019 22:05
Camarón de la Isla,Paris 1987,Mas Duro Que El Acero,02 Jul 2019 22:01
Camarón de la Isla,Paris 1987,Tirititando De Frio,02 Jul 2019 21:56
Camarón de la Isla,Paris 1987,Tus ojillos negros,02 Jul 2019 21:50
bebo,Lagrimas Negras,Eu sei que vou te amar,02 Jul 2019 21:06
bebo,Lagrimas Negras,La bien pagá,02 Jul 2019 20:57
bebo,Lagrimas Negras,Vete de Mí,02 Jul 2019 20:54
bebo,Lagrimas Negras,Inolvidable,02 Jul 2019 20:50
bebo,Lagrimas Negras,Corazón loco,02 Jul 2019 20:47
bebo,Lagrimas Negras,NIEBLAS DEL RIACHUELO,02 Jul 2019 20:44
bebo,Lagrimas Negras,Lágrimas negras,02 Jul 2019 20:38
bebo,Lagrimas Negras,Veinte Años,02 Jul 2019 20:33
bebo,Lagrimas Negras,Se me olvidó que te olvidé,02 Jul 2019 20:29
Chucho Valdés,JazzCuba. Volumen 1,Mambo Influenciado,02 Jul 2019 20:26
Michel Camilo,Michel Camilo,Blue Bossa,02 Jul 2019 20:08
Michel Camilo,Michel Camilo,Dreamlight,02 Jul 2019 20:03
Michel Camilo,Michel Camilo,Crossroads,02 Jul 2019 19:57
Michel Camilo,Michel Camilo,Pra Voce,02 Jul 2019 19:53
Michel Camilo,Michel Camilo,Nostalgia,02 Jul 2019 19:49
Michel Camilo,Michel Camilo,Sunset,02 Jul 2019 19:45
Michel Camilo,Michel Camilo,Suite Sandrine Part I,02 Jul 2019 19:38
Michel Camilo,Michel Camilo,Yarey,02 Jul 2019 19:34
Michel Camilo,Michel Camilo,Caribe,02 Jul 2019 19:25
Chico Hamilton,The Dealer,For Mods Only,02 Jul 2019 19:18
Blue Mitchell,Down With It,Hi-Heel Sneakers - Remastered,02 Jul 2019 19:09
The Marvelettes,Roots of Mod,Please Mr. Postman - Single Version,02 Jul 2019 19:07
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition),I'm Waiting for the Man,02 Jul 2019 16:01
Edgar Broughton Band,Out Demons Out - The Best Of,Out Demons Out - 2001 Remaster,02 Jul 2019 15:56
Patti Smith,Wave,Dancing Barefoot,02 Jul 2019 15:52
The Groupies,The Roots Of The Cramps,Primitive,02 Jul 2019 15:48
The Stooges,The Life Aquatic With Steve Zissou,Search and Destroy,02 Jul 2019 15:44
The Remains,The Remains,Don't Look Back,02 Jul 2019 15:42
The Turtles,Save The Turtles: The Turtles Greatest Hits,Outside Chance,02 Jul 2019 15:38
The Castaways,20th Century Rocks: 60's Rock Bands - Wild Thing,Liar Liar,02 Jul 2019 15:37
Small Faces,The Decca Anthology 1965 - 1967,What'Cha Gonna Do About It,02 Jul 2019 15:35
Neu!,Neu! 75,Hero,02 Jul 2019 15:27
Little Richard,The Essential Little Richard (Remastered),Rit It Up,02 Jul 2019 15:23
The Last Poets,On the Subway,When the Revolution Comes,02 Jul 2019 15:21
Black Sabbath,Paranoid,Paranoid,02 Jul 2019 15:18
The Count Five,Rarities - The Double Shot Years,Psychotic Reaction - Rarities Version,02 Jul 2019 15:15
Richard Hell,The Old Grey Whistle Test: Punk and New Wave,Blank Generation - 2013 Remaster,02 Jul 2019 15:15
Sex Pistols,Never Mind the Bollocks Here’s the Sex Pistols,God Save the Queen,02 Jul 2019 15:08
The Who,Greatest Hits,I Can't Explain - Mono Version,02 Jul 2019 15:06
The Rugbys,Hot Cargo,You I,02 Jul 2019 15:04
13th Floor Elevators,The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),02 Jul 2019 15:02
MC5,Back in the USA,Looking at You,02 Jul 2019 14:59
Love,Forever Changes (2015 Remastered Version),Alone Again Or - 2015 Remastered Version,02 Jul 2019 14:55
Flamin' Groovies,Groovies Greatest Grooves,Slow Death,02 Jul 2019 14:52
The Pretty Things,The Pretty Things,Get Yourself Home,02 Jul 2019 14:52
Flamin' Groovies,Groovies Greatest Grooves,Slow Death,02 Jul 2019 14:48
The Eyes,Psychedelic '60s - London Underground,When the Night Falls,02 Jul 2019 14:48
The Eyes,Perfumed Garden II,When the Night Falls,02 Jul 2019 14:45
The Deviants,Ptooff!,Garbage,02 Jul 2019 14:39
The Monks,Black Monk Time,I Hate You,02 Jul 2019 14:35
Link Wray,The Best of Link Wray,Hidden Charms,02 Jul 2019 14:33
Lou Reed,Transformer,Vicious,02 Jul 2019 14:30
The Sonics,Maintaining My Cool,Psycho,02 Jul 2019 14:27
Rocket From The Tombs,The Day the Earth Met the Rocket from the Tombs,30 Seconds Over Tokyo - Live,02 Jul 2019 14:20
The Cramps,Off The Bone,Human Fly,02 Jul 2019 14:17
Jerry McCain and His Upstarts,I Hate CD's: Norton Records 45 RPM Singles Collection Vol. 1,A Cutie Named Judy,02 Jul 2019 14:15
Pyotr Ilyich Tchaikovsky,Mstislav Rostropovich In Moscow - Original Recordings,Variation IV (Andante grazioso),
Captain Beefheart & His Magic Band,Safe As Milk,Zig Zag Wanderer,02 Jul 2019 14:13
The Kinks,Kinda Kinks,Come On Now,02 Jul 2019 14:10
Broadcast,The Noise Made by People,Dead the Long Year,02 Jul 2019 13:03
Broadcast,The Noise Made by People,City in Progress,02 Jul 2019 13:00
Broadcast,The Noise Made by People,Until Then,02 Jul 2019 12:56
